OP_Schulformen;OP_POKrz;OP_Krz;OP_Abgangsart_B;OP_Abgangsart_NB;OP_Art;OP_Typ;OP_Bildungsgang;OP_Name;OP_Kommentar;OP_Jahrgaenge;OP_BKIndex;OP_BKAnl_Typ;OP_Reihenfolge;gueltigVon;gueltigBis
-WB-;APO-WBK10-AG;APO-WBK10-AG/FHR;;;A;FHR;A;FHR: Fachhochschulreife;§ 61;-04-05-06-;;-G02-;2;;
-WB-;APO-WBK10-AG;APO-WBK10-AG/FHR-S;;;A;;A;FHRsT: Fachhochschulreife, schulischer Teil;§ 61;-04-05-06-;;-G02-;1;;
-WB-;APO-WBK10-AG;APO-WBK10-AG/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife;§ 60, 28 (3), 30 (3);-02-03-04-;;-G02-;4;;
-WB-;APO-WBK10-AG;APO-WBK10-AG/HSA;;;A;;A;HA: Hauptschulabschluss;§ 60, 30 (1);-01-02-92-;;-G02-;0;;
-WB-;APO-WBK10-KL;APO-WBK10-KL/ABI;K;;A;ABI;A;AHR: allgemeine Hochschulreife;§43, 57, 58;-06-;99;-K02-;3;;
-WB-;APO-WBK10-KL;APO-WBK10-KL/FGO;;;A;FORQ;A;FORQ: Sekundarabschluss I - Fachoberschulreife - mit Berechtigung z. Besuch d. gymn. Oberstufe;§ 60, 28 (3), 30 (4);-02-03-04-;;-K02-;1;;
-WB-;APO-WBK10-KL;APO-WBK10-KL/FHR;J;;A;FHR;A;FHR: Fachhochschulreife;§ 61;-04-05-06-;99;-K02-;2;;
-WB-;APO-WBK10-KL;APO-WBK10-KL/FHR-S;H;;A;;A;FHRsT: Fachhochschulreife, schulischer Teil;§ 61;-04-05-06-;;-K02-;1;;
-WB-;APO-WBK10-KL;APO-WBK10-KL/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife;§ 60, 28 (3), 30 (4);-02-03-04-;;-K02-;4;;
-WB-;APO-WBK10-KL;APO-WBK10-KL/HSA;;;A;;A;HA: Hauptschulabschluss;§ 60, 30 (1);-01-02-92-;;-K02-;0;;
-WB-;APO-WBK10-KL;APO-WBK10-KL/SI;;;A;;A;HA10: Sekundarabschluss I - Hauptschulabschluss n. Kl. 10;§ 60, 30 (2);-02-03-;;-K02-;3;;
-GE-;GE/AO-SI99/5-10;GE/AO-SI99/V6-8;;;V;;A;Besondere Vers.-Best. für die Klassen 6-8, AO-SI 99 §27(1);§27(2);-06-07-08-;;;1;;
-GE-;GE/AO-SI99/5-10;GE/AO-SI99/V9;;;V;;A;Besondere Vers.-Best. für Kl. 9, AO-SI 99 §27(2);§27(2);-09-;;;1;;
-GE-;GE/AO-SI99/5-10;GE/AO-SI99/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife -, AO-SI 99 §31(2);§31(2);-10-;;;1;;
-GE-;GE/AO-SI99/5-10;GE/AO-SI99/FGO;;;A;;A;FORQ: Sekundarabschluss I - Fachoberschulreife - mit Berechtigung z. Besuch d. gymn. Oberstufe, AO-SI 99 §32(3);§32(3);-10-;;;1;;
-GE-;GE/AO-SI99/5-10;GE/AO-SI99/HSA;;;A;;A;HA: Hauptschulabschluss, AO-SI 99 §29(2);§29(2);-09-;;;1;;
-GE-;GE/AO-SI99/5-10;GE/AO-SI99/SI;;;A;;A;HA10: Sekundarabschluss I - Hauptschulabschluss n. Kl. 10 -, AO-SI 99 §30(2);§30(2);-10-;;;1;;
-GE-;GE/AO-SI99/5-10;GE/AO-SI99/KV5;;;V;;A;Keine Versetzung von Kl. 5 nach Kl. 6, AO-SI 99 §11(2);§11(2);-05-;;;1;;
-WB-;APO-WBK10-AG;APO-WBK10-AG/SI;;;A;;A;HA10: Sekundarabschluss I - Hauptschulabschluss n. Kl. 10;§ 60, 30 (2);-02-03-;;-G02-;3;;
-BK-SB-;APO-BK-03/A-FK;APO-BK-03/A-FK/FHR;3J;;A;;A;FHR: Fachhochschulreife nach APO-BK-03, Anl. A, §10;A,§10;-03-;-1-;-A02-A16-;0;;
-BK-SB-inaktiv-;APO-BK-11/A-FK;APO-BK-11/A-FK/BSA;3D;;A;;B;BSA (HA10): Berufsschulabschluss nach APO-BK-11, Anl. A, § 9(1)-(3) (gleichwertig dem Sekundarabschluss I - Hauptschulabschluss n. Kl. 10 -);A,§ 9(1)-(3);-01-02-03-04-;-1-;-A01-A02-A03-A04-A16-;1;;
-BK-SB-;APO-BK-11/A-FK;APO-BK-11/A-FK/FHR;3J;;A;;A;FHR: Fachhochschulreife nach APO-BK-11, Anl.A, § 10 und Anlage C § 6 -§ 12;A,§ 10;-03-04-;-1-;-A02-A16-;1;;
-BK-SB-;APO-BK-11/A-FK;APO-BK-11/A-FK/LA;;;V;;A;Leistungsanforderungen erfüllt nach APO-BK-11, Anl.A, § 8(1);A, § 8 (1);-01-02-03-;-1-;-A01-A02-A03-A04-A16-;0;;
-BK-SB-;APO-BK-11/A-FK;APO-BK-11/A-FK/V;;;V;;A;keine Versetzung  nach APO-BK-11, Anl. A, § 8 (2);A, § 8 (2);-01-02-03-;-1-;-A01-A02-A03-A04-A16-;0;;
-BK-SB-;APO-BK-11/A-BG;APO-BK-11/A-BG/BG;2A;0A;A;;B;BG: berufliche Grundbildung nach APO-BK-11, Anl.A, § 15;A, § 15 (1);-01-;-3-;-A06-;1;;
-BK-SB-;APO-BK-11/A-BG;APO-BK-11/A-BG/FOR;SF;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - APO-BK-11, Anl. A, § 18 (2);A, § 18 (2);-01-;-3-;-A06-;1;;
-BK-SB-;APO-BK-11/A-BG;APO-BK-11/A-BG/SI;2D;;A;;A;HA10: gleichwertiger Abschluss zum Sekundarabschluss I - Hauptschulabschluss nach Klasse 10 - nach APO-BK-11, Anl. A, § 18 (1);A, § 18 (1);-01-;-3-;-A06-;1;;
-BK-SB-;APO-BK-11/A-JOA;APO-BK-11/A-JOA/BK;;;A;;B;BK: berufliche Kenntnisse nach APO-BK-11, Anl.A, § 19;A, § 19;-01-02-;-4-;-A07-;1;;
-BK-SB-;APO-BK-11/A-JOA;APO-BK-11/A-JOA/V11;;;V;;A;keine Versetzung am Ende des 1. Sj nach APO-BK-11, Anl. A, § 22 (1);A, § 22 (1);-01-;-4-;-A07-;0;;
-BK-SB-;APO-BK-11/A-JOA;APO-BK-11/A-JOA/BSP;;;A;;B;BSP: Erfüllung der Berufsschulpflicht nach APO-BK-11, Anl. A, VV zu § 22;A, VV § 22;-01-02-;-4-;-A07-;1;;
-BK-SB-;APO-BK-11/A-JOA;APO-BK-11/A-JOA/HSA;;;A;;A;HA: Hauptschulabschluss nach APO-BK-11, Anl.A, § 22 (3);A, § 22 (3);-02-;-4-;-A07-;1;;
-BK-SB-;APO-BK-11/A-VBG;APO-BK-11/A-VBG/BSP;;;A;;B;BSP: Erfüllung der Berufsschulpflicht nach APO-BK-11, Anl. A,  VV § 14;A, VV § 14;-01-;-2-;-A05-;1;;
-BK-SB-;APO-BK-11/A-VBG;APO-BK-11/A-VBG/HSA;1B;1A;A;;A;HA: Hauptschulabschluss nach APO-BK-11, Anl.A, § 14;A, § 14;-01-;-2-;-A05-;2;;
-BK-SB-;APO-BK-11/B;APO-BK-11/B/BAB;5A;;A;;B;BAB: Berufsabschluss nach APO-BK-11, Anl.B, § 7 (3);B, § 7 (3), § 13 (2),(6);-02-;-6-;-B01-;1;;
-BK-SB-;APO-BK-11/B;APO-BK-11/B/BG;;;A;;B;BG: berufliche Grundbildung nach APO-BK-11, Anl.B, § 7(1);B, § 7 (1), § 13 (2),(5);-01-;-8-;-B03-;1;;
-BK-SB-;APO-BK-11/B;APO-BK-11/B/FGO;5G;;A;;A;FORQ: Sekundarabschluss I - Fachoberschulreife - mit Berechtigung z. Besuch d. gymn. Oberstufe, APO-BK-11, Anl.B, § 7 (2);B, § 7 (2);-02-;-6-7-;-B01-B02-;1;;
-BK-SB-;APO-BK-11/B;APO-BK-11/B/V11;;;V;;A;Versetzung nach APO-BK-11, Anl.B, § 6(1);B, § 6 (1);-01-;-6-7-;-B01-B02-;1;;
-BK-SB-;APO-BK-11/B;APO-BK-11/B/SI;;;A;;A;HA10: Sekundarabschluss I - Hauptschulabschluss n. Kl. 10 - nach APO-BK-11, Anl. B, § 6 (2);B, § 6 (2);-01-;-6-7-;-B01-B02-;1;;
-BK-SB-;APO-BK-11/B;APO-BK-11/B/FOR6;;;A;;A;FOR: gleichwertiger Abschluss zum Sekundarabschluss I - Fachoberschulreife - nach APO-BK-11, Anl.B, § 6 (2);B, § 6 (2);-01-;-6-7-;-B01-B02-;1;;
-BK-SB-;APO-BK-11/B;APO-BK-11/B/FOR7;5F;;A;;A;FOR: gleichwertiger Abschluss zum Sekundarabschluss I - Fachoberschulreife - nach APO-BK-11, Anl.B, § 7 (1);B, § 7 (1);-02-;-6-7-;-B01-B02-;1;;
-BK-SB-;APO-BK-11/C-BFS-BAB;APO-BK-11/C-BFS-BAB/V;;;V;;A;Versetzung nach APO-BK-11 § 10;§ 10;-01-02-;-10-;-C01-;1;;
-BK-SB-;APO-BK-11/C-BFS-BAB;APO-BK-11/C-BFS-BAB/FHR;0H;;A;;A;FHR: Fachhochschulreife nach APO-BK-11, Anl.C, § 12 (1)-(6);C, § 12 (1)-(6);-03-;-10-;-C01-;1;;
-BK-SB-;APO-BK-11/C-BFS-BAB;APO-BK-11/C-BFS-BAB/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-11, Anl.C, § 26 (2);C, § 26 (2);-02-;-11-;-C02-;1;;
-BK-SB-;APO-BK-11/C-BFS-BK;APO-BK-11/C-BFS-BK/FHR-S;;;A;;A;FHRsT: schulischer Teil der Fachhochschulreife nach APO-BK-11, Anl.C, § 12 (8);C, § 12 (8);-02-;-12-;-C03-;1;;
-BK-SB-;APO-BK-11/C-BFS-BK;APO-BK-11/C-BFS-BK/BK;;;A;;B;BK: berufliche Kenntnisse nach APO-BK-11, Anl.C, § 5 (1);C, § 5 (1);-01-;-12-;-C03-;2;;
-BK-SB-;APO-BK-11/C-BFS-BK;APO-BK-11/C-BFS-BK/EBK2;;;A;;B;EBK: erweiterte berufliche Kenntnisse nach APO-BK-11, Anl.C, § 13;C, § 13;-01-;-13-;-C04-;1;;
-BK-SB-;APO-BK-11/C-BFS-BK;APO-BK-11/C-BFS-BK/V;;;V;;A;Versetzung nach APO-BK-11 § 10;§ 10;-01-;-12-;-C03-;1;;
-BK-SB-;APO-BK-11/C-BFS-BK;APO-BK-11/C-BFS-BK/EBK1;;;A;;B;EBK: erweiterte berufliche Kenntnisse nach APO-BK-11, Anl.C, § 5(2);C, § 5 (2);-02-;-12-;-C03-;1;;
-BK-SB-;APO-BK-11/C-FOS;APO-BK-11/C-FOS/V;;;V;;A;Versetzung nach APO-BK-11 § 10;§ 10;-01-;-14-;-C05-;1;;
-BK-SB-;APO-BK-11/C-FOS;APO-BK-11/C-FOS/BK;;;A;;B;BK: berufliche Kenntnisse (ohne Abschlussprüfung);;-01-;-14-;-C05-C06-;2;;
-BK-SB-;APO-BK-11/C-FOS;APO-BK-11/C-FOS/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-11, Anl.C, § 12 (1)-(6);C, § 12 (1)-(6);-02-;-14-;-C07-;1;;
-BK-SB-;APO-BK-11/C-FOS;APO-BK-11/C-FOS/V12B;;;V;;A;keine Versetzung bei FOS 12B TZ nach APO-BK-11, Anl. C § 2(3) Satz 3;§ 2 (3);-01-;-14-;-C07-;0;;
-BK-SB-;APO-BK-11/C-FOS;APO-BK-11/C-FOS/VP;;;V;;A;Versetzung nach APO-BK-11, Anl.C, VV 2.22 (Ableistung des Praktikantenjahres);C, VV 2.22;-01-;-14-;-C05-;99;;
-BK-SB-;APO-BK-11/D-BAB;APO-BK-11/D-BAB/BAB;;;A;;B;BAB: Berufsabschluss (nicht Erz.) nach APO-BK-11, Anl.D, § 39 (3), 41;D, §39,41;-04-;-16-;-D01-;1;;
-BK-SB-;APO-BK-11/D-BAB;APO-BK-11/D-BAB/AHR;;;A;ABI;A;AHR: allgemeine Hochschulreife nach APO-BK-11, Anl.D, § 25;D, § 25;-03-;-16-17-;-D01-D02-;1;;
-BK-SB-;APO-BK-11/D-BAB;APO-BK-11/D-BAB/BAB1;;;A;;B;1. Teilprüfung der Berufsabschlussprüfung nach APO-BK-11, Anl.D, § 33;D, § 30-34;-03-;-16-;-D01-;1;;
-BK-SB-;APO-BK-11/D-BAB;APO-BK-11/D-BAB/BAB2;;;A;;B;2. Teilprüfung der Berufsabschlussprüfung (nicht Erz.) nach APO-BK-11, Anl.D, § 35-38;D, § 35-38;-04-;-16-;-D01-;1;;
-BK-SB-;APO-BK-11/D-BAB;APO-BK-11/D-BAB/BAB-FP;;;A;;B;fachpraktische Prüfung der Berufsabschlussprüfung für Erz. nach APO-BK-11, Anl.D, § 42, 43;D, § 28-40;-05-;-16-;-D01-;1;;
-BK-SB-;APO-BK-11/D-BAB;APO-BK-11/D-BAB/BK;;;A;;B;BK: berufliche Kenntnisse (ohne Abschlussprüfung);;-03-;-17-;-D02-;0;;
-BKgesperrt-;APO-BK-11/D-BAB;APO-BK-11/D-BAB/BP;;;A;;B;Berufspraktikum für Erz. nach APO-BK-11, Anl.D, § 42, 43;D, § 42,43;-01-;-18-19-;-D03-;1;;
-BK-SB-;APO-BK-11/D-BAB;APO-BK-11/D-BAB/V11;;;V;;A;Versetzung in die Jahrgangsstufe 12 nach APO-BK-11, Anl.D, § 5;D, § 5;-01-;-16-;-D01-D02-;1;;
-BK-SB-;APO-BK-11/D-BAB;APO-BK-11/D-BAB/FHR-S;;;A;FHR;A;FHRsT: schulischer Teil der Fachhochschulreife nach APO-BK-11, Anl.D, § 13;D, § 13;-01-02-03-;-16-17-;-D01-D02-;1;;
-BK-SB-;APO-BK-11/D-FOS13;APO-BK-11/D-FOS13/AHR;;;A;;A;AHR: allgemeine Hochschulreife nach APO-BK-11, Anl.D, § 57 (3) und § 58 (2);D, § 57 (3), § 58 (2);-01-;-20-;-D05-;2;;
-BK-SB-;APO-BK-11/D-FOS13;APO-BK-11/D-FOS13/FGHR;;;A;;A;FGHR: fachgebundene Hochschulreife nach APO-BK-11, Anl.D, § 57 (3);D, § 58 (3);-01-;-20-;-D05-;1;;
-BK-SB-;APO-BK-11/E;APO-BK-11/E/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-11, Anl.E, § 6(1);E, § 6(1);-01-02-03-;-21-25-26-;-E01-E02-E03-E04-E05-E06-E07-E08-E09-E10-E13-;0;;
-BK-SB-;APO-BK-11/E;APO-BK-11/E/V;;;V;;A;Versetzung nach APO-BK-11 § 10;§ 10;-01-02-03-04-;-21-22-23-24-25-26-;-E01-E02-E03-E04-E05-E06-E07-E08-E09-E10-E13-;0;;
-BK-SB-;APO-BK-11/E-Agrar-1;APO-BK-11/E-Agrar-1200/BAB-II;;;A;;B;BAB: Berufsabschluss Stufe II  nach APO-BK-11, Anl.E, § 20;E, § 20;-01-;-22-;-E03-;1;;
-BK-SB-;APO-BK-11/E-Agrar-1;APO-BK-11/E-Agrar-1200/BAB-I;;;A;;B;BAB: Berufsabschluss Stufe I nach APO-BK-11, Anl.E, § 20;E, § 20;-02-;-22-;-E04-;1;;
-BK-SB-;APO-BK-11/E-Agrar-2;APO-BK-11/E-Agrar-2400/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-11, Anl.E, § 8;E, § 8;-04-;-21-;-E02-;1;;
-BK-SB-;APO-BK-11/E-Agrar-2;APO-BK-11/E-Agrar-2400/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-11, Anl.E, § 6(2), 8;E, § 6(2), 8;-02-;-21-;-E01-;1;;
-BK-SB-;APO-BK-11/E-Ernäh-1;APO-BK-11/E-Ernährung-1200/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-11, Anl.E, § 23;E, § 23;-01-;-22-;-E03-;1;;
-BK-SB-;APO-BK-11/E-Ernäh-2;APO-BK-11/E-Ernährung-2400/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-11, Anl.E, § 6(2), 8;E, § 6(2), 8;-02-;-21-;-E01-;1;;
-BK-SB-;APO-BK-11/E-Ernäh-2;APO-BK-11/E-Ernährung-2400/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-11, Anl.E, § 8;E, § 8;-02-;-21-;-E01-;1;;
-BK-SB-;APO-BK-11/E-Gestalt;APO-BK-11/E-Gestaltung/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-11, Anl.E, § 8;E, § 8;-02-;-21-;-E01-;1;;
-BK-SB-;APO-BK-11/E-Gestalt;APO-BK-11/E-Gestaltung/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-11, Anl.E, § 6(2), 8;E, § 6(2), 8;-02-;-21-;-E01-;1;;
-BK-SB-;APO-BK-11/E-HeilerzP;APO-BK-11/E-SozW-Heilerz.Pflege/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-11, Anl.E, § 6(2), 8;E, § 6(2), 8;-04-06-;-23-;-E07-;1;;
-BK-SB-;APO-BK-11/E-HeilerzP;APO-BK-11/E-SozW-Heilerz.Pflege/V1;;;V;;A;Besondere Versetzungsbestimmung für die Fachschule für Sozialpädagogik nach APO-BK-11, Anl. E, § 29;E, § 29;-01-02-03-05-;-23-;-E07-;1;;
-BK-SB-;APO-BK-11/E-HeilerzP;APO-BK-11/E-SozW-Heilerz.Pflege/BAB-FP;;;A;;B;fachpraktische Prüfung nach APO-BK-11, Anl.E, § 30, 33;E, § 8, 30, 33;-06-;-23-;-E07-;1;;
-BK-SB-;APO-BK-11/E-HeilerzP;APO-BK-11/E-SozW-Heilerz.Pflege/BAB-FT;;;A;;B;fachtheoretische Prüfung nach APO-BK-11, Anl.E, § 8, 30;E, § 8, 30;-04-;-23-;-E07-;1;;
-BK-SB-;APO-BK-11/E-HeilerzP;APO-BK-11/E-SozW-Heilerz.Pflege/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-11, Anl.E, § 8, 30;E, § 8, 30;-06-;-23-;-E07-;1;;
-BKgesperrt-;APO-BK-11/E-Heilpäd;APO-BK-11/E-SozW-Heilpäd/FHR;;;A;;A;FHR: Fachhochschulreife nach AO-BK-11, Anl.E, § 6(2), 8;E, § 6(2), 8;-02-;-22-;-E03-;1;;
-BK-SB-;APO-BK-11/E-Heilpäd;APO-BK-11/E-SozW-Heilpäd/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-11, Anl.E, § 8, 30;E, § 8, 30;-02-;-22-;-E03-;1;;
-BK-SB-;APO-BK-11/E-Motopäd;APO-BK-11/E-SozW-Motopädie/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-11, Anl.E, § 8, 30;E, § 8, 30;-01-;-22-;-E03-;1;;
-BK-SB-;APO-BK-11/E-SozPäd;APO-BK-11/E-SozW-SozPäd/BAB-FP;;;A;;B;fachpraktische Prüfung nach APO-BK-11, Anl.E, § 30, 33;E, § 8, 30;-06-;-23-;-E07-;1;;
-BK-SB-;APO-BK-11/E-SozPäd;APO-BK-11/E-SozW-SozPäd/V1;;;V;;A;Besondere Versetzungsbestimmung für die Fachschule für Sozialpädagogik nach APO-BK-11, Anl. E, § 29;E, § 29;-01-02-03-05-;-23-;-E07-;1;;
-BK-SB-;APO-BK-11/E-SozPäd;APO-BK-11/E-SozW-SozPäd/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-11, Anl.E, § 6(2), 8;E, § 6(2), 8;-04-06-;-23-;-E07-;1;;
-BK-SB-;APO-BK-11/E-SozPäd;APO-BK-11/E-SozW-SozPäd/BAB-FT;;;A;;B;fachtheoretische Prüfung nach APO-BK-11, Anl.E, §  8, 30;E, §8, 30;-04-;-23-;-E07-;1;;
-BK-SB-;APO-BK-11/E-Technik;APO-BK-11/E-Technik/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-11, Anl.E, § 6(2), 8;E, § 6(2), 8;-04-;-21-;-E02-;1;;
-BK-SB-;APO-BK-11/E-Technik;APO-BK-11/E-Technik/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-11, Anl.E, § 8;E, § 8;-04-;-21-;-E02-;1;;
-BK-SB-;APO-BK-11/E-Wirt-2;APO-BK-11/E-Wirtschaft-2400/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-11, Anl.E, § 6(2), 8;E, § 6(2), 8;-04-;-21-;-E02-;1;;
-BK-SB-;APO-BK-11/E-Wirt-2;APO-BK-11/E-Wirtschaft-2400/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-11, Anl.E, § 8;E, § 8;-04-;-21-;-E02-;1;;
-BK-SB-;APO-BK-11/C-BFS-BAB;APO-BK-11/C-BFS-BAB/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-11, Anl.C, § 15;C, § 15;-03-;-10-;-C01-;1;;
-BK-SB-;APO-BK-11/C-BFS-BAB;APO-BK-11/C-BFS-BAB/V;;;V;;A;Versetzung nach APO-BK-11 § 10;§ 10;-01-;-11-;-C02-;1;;
-BK-SB-;APO-BK-11/C-FOS;APO-BK-11/C-FOS/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-11, Anl.C, § 12 (1)-(6);C, § 12 (1)-(6);-01-;-14-;-C08-C06-;1;;
-BKgesperrt-;APO-BK-11/D-BAB;APO-BK-11/D-BAB/BP;;;A;;B;Berufspraktikum für Erz. nach APO-BK-11, Anl.D, § 42, 43;D, § 42,43;-02-;-18-19-;-D04-;1;;
-BK-SB-;APO-BK-11/E;APO-BK-11/E/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-11, Anl.E, § 6(2);E, § 6(2);-02-;;-E01-E04-;1;;
-BK-SB-;APO-BK-11/E-SozPäd;APO-BK-11/E-SozW-SozPäd/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-11, Anl.E, § 8, 30;E, § 6(2), 8;-06-;-23-;-E07-;1;;
-BK-SB-;APO-BK-11/E-Wirt-1;APO-BK-11/E-Wirtschaft-1200/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-11, Anl.E, § 8, 41;E, § 8, 41;-02-;-22-;-E04-;1;;
-BK-SB-;APO-BK-11/E-FamPfleg;APO-BK-11/E-SozW-Fam.Pflege/BAB-FT;;;A;;B;fachtheoretische Prüfung nach APO-BK-11, Anl.E, § 8, 30;E, § 8, 30;-02-;-23-;-E05-;1;;
-BK-SB-;APO-BK-11/E-FamPfleg;APO-BK-11/E-SozW-Fam.Pflege/FHR;;;A;;A;FHR: Fachhochschulreife nach APO-BK-11, Anl.E, § 6(2), 8;E, § 6(2), 8;-04-06-;-23-;-E07-;1;;
-BK-SB-;APO-BK-11/D-BAB;APO-BK-11/D-BAB/BAB;;;A;;B;BAB: Berufsabschluss (Erz.) nach APO-BK-11, Anl.D, § 39 (3),44;D, §39,44;-04-;-16-;-D01-;1;;
-BK-SB-;APO-BK-11/E-FamPfleg;APO-BK-11/E-SozW-Fam.Pflege/V1;;;V;;A;Besondere Versetzungsbestimmung für die Fachschule für Soz-Wesen, Familienpflege nach APO-BK-11, Anl. E, § 29;E, § 29;-01-;-23-;-E05-;1;;
-BK-SB-;APO-BK-11/E-FamPfleg;APO-BK-11/E-SozW-Fam.Pflege/BAB;;;A;;B;BAB: Berufsabschluss nach APO-BK-11, Anl.E, § 8, 30;E, § 8, 30;-03-;-23-;-E05-;1;;
-BK-SB-;APO-BK-11/E-FamPfleg;APO-BK-11/E-SozW-Fam.Pflege/BAB-FP;;;A;;B;fachpraktische Prüfung nach APO-BK-11, Anl.E, § 30, 33;E, § 8, 30, 33;-03-;-23-;-E05-;1;;
-BK-SB-;APO-BK-11/E-Agrar-2;APO-BK-11/E-Agrar-2400/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-11, Anl.E, § 6(1);E, § 6(1);-01-;-21-;-E01-;1;;
-BK-SB-;APO-BK-11/E-Ernäh-2;APO-BK-11/E-Ernährung-2400/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-11, Anl.E, § 6(1);E, § 6(1);-01-;-21-;-E01-;1;;
-BK-SB-;APO-BK-11/E-Agrar-2;APO-BK-11/E-Agrar-2400/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-11, Anl.E, § 6(1);E, § 6(1);-02-;-21-;-E02-;1;;
-BK-SB-;APO-BK-11/E-Ernäh-2;APO-BK-11/E-Ernährungr-2400/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-11, Anl.E, § 6(1);E, § 6(1);-02-;-21-;-E02-;1;;
-BK-SB-;APO-BK-11/E-Gestalt;APO-BK-11/E-Gestaltung/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-11, Anl.E, § 6(1);E, § 6(1);-01-;-21-;-E01-;1;;
-BK-SB-;APO-BK-11/E-Gestalt;APO-BK-11/E-Gestaltung/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-11, Anl.E, § 6(1);E, § 6(1);-02-;-21-;-E02-;1;;
-BK-SB-;APO-BK-11/E-FamPfleg;APO-BK-11/E-SozW-Fam.Pflege/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-11, Anl.E, § 6(1);E, § 6(1);-01-;-23-;-E05-;1;;
-BK-SB-;APO-BK-11/E-FamPfleg;APO-BK-11/E-SozW-Fam.Pflege/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-11, Anl.E, § 6(1);E, § 6(1);-02-;-23-;-E07-;1;;
-BK-SB-;APO-BK-11/E-HeilerzP;APO-BK-11/E-SozW-Heilerz.Pflege/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-11, Anl.E, § 6(1);E, § 6(1);-01-;-23-;-E05-;1;;
-BK-SB-;APO-BK-11/E-HeilerzP;APO-BK-11/E-SozW-Heilerz.Pflege/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-11, Anl.E, § 6(1);E, § 6(1);-02-;-23-;-E07-;1;;
-BK-SB-;APO-BK-11/E-SozPäd;APO-BK-11/E-SozW-SozPäd/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-11, Anl.E, § 6(1);E, § 6(1);-01-02-03-;--23-;-E05-;1;;
-BK-SB-;APO-BK-11/E-SozPäd;APO-BK-11/E-SozW-SozPäd/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-11, Anl.E, § 6(1);E, § 6(1);-02-;-23-;-E07-;1;;
-BK-SB-;APO-BK-11/E-Technik;APO-BK-11/E-Technik/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-11, Anl.E, § 6(1);E, § 6(1);-01-;-21-;-E01-;1;;
-BK-SB-;APO-BK-11/E-Technik;APO-BK-11/E-Technik/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-11, Anl.E, § 6(1);E, § 6(1);-02-;-21-;-E02-;1;;
-BK-SB-;APO-BK-11/E-Wirt-2;APO-BK-11/E-Wirtschaft-2400/FOR;;;A;;A;FOR: Sekundarabschluss I - Fachoberschulreife - nach APO-BK-11, Anl.E, § 6(1);E, § 6(1);-01-;-21-;-E01-;1;;
