NameTabelle;NameSpalte;Revision;Veraltet;Sortierung;Datentyp;Datenlaenge;DefaultWert;IsNotNull;JavaAttributName;JavaAttributConverter;JavaAttributConverterRevision;JavaAttributConverterVeraltet;JavaKommentar
SchuelerLernabschnittsdaten;VersetzungKrz;;;20;varchar;2;;0;;;;;Kürzel des Versetungsvermerk
SchuelerLernabschnittsdaten;AbschlussArt;;;21;smallint;;;0;;;;;Art des Abschlusses
SchuelerLernabschnittsdaten;AbschlIstPrognose;;;22;varchar;1;-;0;;BooleanPlusMinusDefaultMinusConverter;;;Gibt an ob Abschluss Prognose ist (GE, PS und SK)
SchuelerLernabschnittsdaten;Konferenzdatum;;;23;date;;;0;;DatumConverter;;;Konferenzdatum
SchuelerLernabschnittsdaten;ZeugnisDatum;;;24;date;;;0;;DatumConverter;;;Zeugnisdatum
SchuelerLernabschnittsdaten;Klassenlehrer;;1;25;varchar;10;;0;;;;;Klassenlehrer Kürzel (hier muss ID rein)
SchuelerLernabschnittsdaten;ASDSchulgliederung;;;26;varchar;3;;0;Schulgliederung;SchulgliederungKuerzelConverter;1;;ASD-Kürzel SGL
SchuelerLernabschnittsdaten;ASDJahrgang;;;27;varchar;2;;0;;;;;ASD-Jahrgang kann alles über ID geregelt werden
SchuelerLernabschnittsdaten;Jahrgang_ID;;;28;bigint;;;0;;;;;ID des Jahrgangs der zum Report zugeordnet wird
SchuelerLernabschnittsdaten;Fachklasse_ID;;;29;bigint;;;0;;;;;ID der Fachklasse (BK)
SchuelerLernabschnittsdaten;Schwerpunkt_ID;;;30;bigint;;;0;;;;;ID des Schwerpunkts aus dem Katalog
SchuelerLernabschnittsdaten;ZeugnisBem;;;31;text;;;0;;;;;Text für Zeugnisbemerkung
SchuelerLernabschnittsdaten;Schwerbehinderung;;;32;varchar;1;-;0;;BooleanPlusMinusDefaultMinusConverter;;;Schwerbehinderung (Ja/Nein)
SchuelerLernabschnittsdaten;Foerderschwerpunkt_ID;;;33;bigint;;;0;;;;;ID Hauptförderschwerpunkt
SchuelerLernabschnittsdaten;OrgFormKrz;;;34;varchar;1;;0;;;;;Kürzel der Organisationsform
SchuelerLernabschnittsdaten;RefPaed;;;35;varchar;1;-;0;;BooleanPlusMinusDefaultMinusConverter;;;TODO DEPRECATED: Reformpädagogik
SchuelerLernabschnittsdaten;Klassenart;;;36;varchar;2;;0;;;;;Klassenart
SchuelerLernabschnittsdaten;SumFehlStd;;;37;int;;;0;;;;;Summer der Fehlstunden
SchuelerLernabschnittsdaten;SumFehlStdU;;;38;int;;;0;;;;;Summer der Fehlstunden unentschuldigt
SchuelerLernabschnittsdaten;Wiederholung;;;39;varchar;1;-;0;;BooleanPlusMinusDefaultMinusConverter;;;Lernabschnitt wurde wiederholt (Ja/Nein)
SchuelerLernabschnittsdaten;Gesamtnote_GS;;;40;int;;;0;;NoteConverterFromInteger;1;;Lernbereichnote Gesellschaftswissenschaft oder Arbeitlehre HA10
SchuelerLernabschnittsdaten;Gesamtnote_NW;;;41;int;;;0;;NoteConverterFromInteger;1;;Lernbereichnote Naturwissenschaft HA10
SchuelerLernabschnittsdaten;Folgeklasse_ID;;;42;bigint;;;0;;;;;ID der Folgeklasse für den Lernabschnitt, sofern dieser vom Standard der Klassentabelle abweicht
SchuelerLernabschnittsdaten;Foerderschwerpunkt2_ID;;;43;bigint;;;0;;;;;Weiterer Förderschwerpunkt ID
SchuelerLernabschnittsdaten;Abschluss;;;44;varchar;50;;0;;;;;allgemeinbildender Abschluss
SchuelerLernabschnittsdaten;Abschluss_B;;;45;varchar;50;;0;;;;;berufsbezogener Abschnluss (BK)
SchuelerLernabschnittsdaten;DSNote;;;46;varchar;4;;0;;;;;Durchschnittsnote im betreffenden Abschnitt Ist allerdings in der Programmoberfläche nicht verfügbar Der Inhalt wird durch die Prüfungsalgorithmen gefüllt es ist eine Ausgabe in Reports möglich
SchuelerLernabschnittsdaten;AV_Leist;;;47;int;;;0;;;;;DEPRECATED: Kopfnote
SchuelerLernabschnittsdaten;AV_Zuv;;;48;int;;;0;;;;;DEPRECATED: Kopfnote
SchuelerLernabschnittsdaten;AV_Selbst;;;49;int;;;0;;;;;DEPRECATED: Kopfnote
SchuelerLernabschnittsdaten;SV_Verant;;;50;int;;;0;;;;;DEPRECATED: Kopfnote
SchuelerLernabschnittsdaten;SV_Konfl;;;51;int;;;0;;;;;DEPRECATED: Kopfnote
SchuelerLernabschnittsdaten;SV_Koop;;;52;int;;;0;;;;;DEPRECATED: Kopfnote
SchuelerLernabschnittsdaten;StvKlassenlehrer_ID;;1;53;bigint;;;0;;;;;Stellvertretender Klassenlehrer Kürzel sollte ID sein
SchuelerLernabschnittsdaten;MoeglNPFaecher;;;54;text;;;0;;;;;Auflistung der mögllichen Nachprüfungsfächer kommagetrennt
SchuelerLernabschnittsdaten;Zertifikate;;;55;varchar;30;;0;;;;;DEPRECATED: Hier war mal geplant, Texte für Zertifikate einzugeben
SchuelerLernabschnittsdaten;DatumFHR;;;56;date;;;0;;DatumConverter;;;Datum FHR
SchuelerLernabschnittsdaten;PruefAlgoErgebnis;;;57;text;;;0;;;;;Text für die Ergebnisse der Abschlussberechnungen
SchuelerLernabschnittsdaten;Zeugnisart;;;58;varchar;5;;0;;;;;Angabe der Zeugnisart
SchuelerLernabschnittsdaten;DatumVon;;;59;date;;;0;;DatumConverter;;;Beginn Lernabschnitt
SchuelerLernabschnittsdaten;DatumBis;;;60;date;;;0;;DatumConverter;;;Ende Lernabschnitt
SchuelerLernabschnittsdaten;FehlstundenGrenzwert;;;61;int;;;0;;;;;Grenzwert für Fehlstunden (BK Warnbriefe zur Entlassung)
SchuelerLernabschnittsdaten;Sonderpaedagoge_ID;;;62;bigint;;;0;;;;;Hier kann die ID einer Lehrkraft eingetragen werden die dann die Schüler als Förderpädagoge betreut und im Notenmodul hat
SchuelerLernabschnittsdaten;FachPraktAnteilAusr;;;63;varchar;1;+;1;;BooleanPlusMinusDefaultPlusConverter;;;Enthält die Angabe, ob die Fachpraktischen Anteile in Anlage B08 B09 B10 ausreichend sind für Versetzung (BK)
SchuelerLernabschnittsdaten;BilingualerZweig;;;64;varchar;1;;0;;;;;Sprache des Bilingualen Zweigs
SchuelerLernabschnittsdaten;AOSF;;;65;varchar;1;-;0;;BooleanPlusMinusDefaultMinusConverter;;;Gibt an ob der Schüler ein AOSF hat
SchuelerLernabschnittsdaten;Autist;;;66;varchar;1;-;0;;BooleanPlusMinusDefaultMinusConverter;;;Gibt an ob Autismuss vorliegt (Ja/Nein)
SchuelerLernabschnittsdaten;ZieldifferentesLernen;;;67;varchar;1;-;0;;BooleanPlusMinusDefaultMinusConverter;;;Gibt an ob der Schüler zieldifferent unterrichtet wird
SchuelerLernabschnittsdaten;Jahr;;1;68;int;;;1;;;;;DEPRECATED: Schuljahr des Lernabschnitts
SchuelerLernabschnittsdaten;Abschnitt;;1;69;int;;;1;;;;;DEPRECATED: Abschnitt des Lernabschnitts
SchuelerLernabschnittsdaten;SchulnrEigner;;1;70;int;;;0;;;;;DEPRECATED: Die Schulnummer zu welcher der Datensatz gehört – wird benötigt, wenn mehrere Schulen in einem Schema der Datenbank gespeichert werden
SchuelerLernabschnittsdaten;Klasse;;1;71;varchar;15;;0;;;;;DEPRECATED: Klassen-Bezeichnung für den Lernabschnitts
SchuelerLernabschnittsdaten;Folgeklasse;;1;72;varchar;15;;0;;;;;DEPRECATED: Bezeichnung der Folgeklasse für den Lernabschnitt des Schülers
SchuelerLernplattform;SchuelerID;;;1;bigint;;;1;;;;;SchülerID für den Lernplattform-Datensatz
SchuelerLernplattform;LernplattformID;;;2;bigint;;;1;;;;;ID der Lernplattform
SchuelerLernplattform;CredentialID;;;3;bigint;;;0;;;;;CredentialD für den Lernplattform-Datensatz
SchuelerLernplattform;EinwilligungAbgefragt;;;4;int;;0;1;;Boolean01Converter;;;Einwilligung wurde abgefragt
SchuelerLernplattform;EinwilligungNutzung;;;5;int;;0;1;;Boolean01Converter;;;Einwilligung zur Nutzung liegt vor
SchuelerLernplattform;EinwilligungAudiokonferenz;;;6;int;;0;1;;Boolean01Converter;;;Einwilligung zur Audiokonferenz liegt vor
SchuelerLernplattform;EinwilligungVideokonferenz;;;7;int;;0;1;;Boolean01Converter;;;Einwilligung zur Videokonferenz liegt vor
SchuelerListe;ID;;;1;bigint;;;1;;;;;ID der individuellen Schülerliste
SchuelerListe;Bezeichnung;;;2;varchar;50;;1;;;;;Bezeichnung der individuellen Schülerliste
SchuelerListe;Erzeuger;;;3;varchar;20;;0;;;;;UserID Erzeuger der individuellen Schülerliste
SchuelerListe;Privat;;;4;varchar;1;+;0;;BooleanPlusMinusDefaultPlusConverter;;;Schülerliste Privat oder Öffentlich
SchuelerListe;SchulnrEigner;;1;5;int;;;0;;;;;Die Schulnummer zu welcher der Datensatz gehört – wird benötigt, wenn mehrere Schulen in einem Schema der Datenbank gespeichert werden
SchuelerListe_Inhalt;Liste_ID;;;1;bigint;;;1;;;;;ID der individuellen Schülerliste
SchuelerListe_Inhalt;Schueler_ID;;;2;bigint;;;1;;;;;SchülerID des Schülers der zur individuellen Schülerliste gehört
SchuelerListe_Inhalt;SchulnrEigner;;1;3;int;;;0;;;;;Die Schulnummer zu welcher der Datensatz gehört – wird benötigt, wenn mehrere Schulen in einem Schema der Datenbank gespeichert werden
SchuelerMerkmale;ID;;;1;bigint;;;1;;;;;ID des Eintrag bei besondere Merkmale zum Schüler
SchuelerMerkmale;Schueler_ID;;;2;bigint;;;1;;;;;Schüler-ID des Eintrag bei besondere Merkmale zum Schüler
SchuelerMerkmale;Kurztext;;;3;varchar;10;;0;;;;;Kurztext des Merkmals des Eintrag bei besondere Merkmale zum Schüler
SchuelerMerkmale;SchulnrEigner;;1;4;int;;;0;;;;;Die Schulnummer zu welcher der Datensatz gehört – wird benötigt, wenn mehrere Schulen in einem Schema der Datenbank gespeichert werden
SchuelerMerkmale;DatumVon;;;5;date;;;0;;DatumConverter;;;Datum Beginn des Eintrag bei besondere Merkmale zum Schüler
SchuelerMerkmale;DatumBis;;;6;date;;;0;;DatumConverter;;;Datum Ende des Eintrag bei besondere Merkmale zum Schüler
SchuelerReportvorlagen;User_ID;;;1;bigint;;;1;;;;;UserID des Users der die zugeordneten Reportvorlagen druckt
SchuelerReportvorlagen;SchulnrEigner;;1;2;int;;;0;;;;;Die Schulnummer zu welcher der Datensatz gehört – wird benötigt, wenn mehrere Schulen in einem Schema der Datenbank gespeichert werden
SchuelerReportvorlagen;Reportvorlage;;;3;varchar;255;;0;;;;;Pfad zur Reportvorlage
SchuelerReportvorlagen;Schueler_IDs;;;4;text;;;0;;;;;SchülerID für die gedruckt werden soll (temporär)
SchuelerSprachenfolge;ID;;;1;bigint;;;1;;;;;ID des Sprachenfolgeeintrags
SchuelerSprachenfolge;Schueler_ID;;;2;bigint;;;1;;;;;SchülerID des Sprachenfolgeeintrags
SchuelerSprachenfolge;Sprache;1;;3;varchar;2;;1;;;;;Atomares Sprachkürzel aus StatKue_SVWS_ZulaessigeFaecher
SchuelerSprachenfolge;ReihenfolgeNr;1;;4;int;;;0;;;;;Reihenfolge Nummer des Sprachenfolgeeintrags
SchuelerSprachenfolge;ASDJahrgangVon;1;;5;varchar;2;;0;;;;;ASDJahrgang Beginn des Sprachenfolgeeintrags
SchuelerSprachenfolge;ASDJahrgangBis;1;;6;varchar;2;;0;;;;;ASDJahrgang Ende des Sprachenfolgeeintrags
SchuelerSprachenfolge;AbschnittVon;;;7;smallint;;;0;;;;;Abschnitt Beginn des Sprachenfolgeeintrags
SchuelerSprachenfolge;AbschnittBis;;;8;smallint;;;0;;;;;Abschnitt Ende des Sprachenfolgeeintrags
SchuelerSprachenfolge;Referenzniveau;;;9;varchar;5;;0;;SprachreferenzniveauConverter;1;;Referenzniveau GeR des Sprachenfolgeeintrags
SchuelerSprachenfolge;KleinesLatinumErreicht;1;;10;int;;;0;;Boolean01Converter;;;Gibt an, ob der Schüler das kleine Latinum erreicht hat
SchuelerSprachenfolge;LatinumErreicht;1;;11;int;;;0;;Boolean01Converter;;;Gibt an, ob der Schüler das Latinum erreicht hat
SchuelerSprachenfolge;GraecumErreicht;1;;12;int;;;0;;Boolean01Converter;;;Gibt an, ob der Schüler das Graecum erreicht hat
SchuelerSprachenfolge;HebraicumErreicht;1;;13;int;;;0;;Boolean01Converter;;;Gibt an, ob der Schüler das Hebraicum erreicht hat
SchuelerSprachenfolge;SchulnrEigner;;1;14;int;;;0;;;;;Die Schulnummer zu welcher der Datensatz gehört – wird benötigt, wenn mehrere Schulen in einem Schema der Datenbank gespeichert werden
SchuelerSprachenfolge;Fach_ID;;1;15;bigint;;;0;;;;;DEPRECATED: FachID des Sprachenfolgeeintrags, Ersetzt durch das Sprachenkürzel
SchuelerSprachenfolge;Reihenfolge;;1;16;varchar;1;;0;;;;;DEPRECATED: Reihenfolge Nummer des Sprachenfolgeeintrags bzw. N oder P, ersetzt durch ReihenfolgeNr und Sprachprüfung-Tabelle
SchuelerSprachenfolge;JahrgangVon;;1;17;smallint;;;0;;;;;DEPRECATED: Jahrgang Beginn des Sprachenfolgeeintrags, durch ASDJahrgang ersetzt
SchuelerSprachenfolge;JahrgangBis;;1;18;smallint;;;0;;;;;DEPRECATED: Jahrgang Ende des Sprachenfolgeeintrags, durch ASDJahrgang ersetzt
SchuelerSprachpruefungen;ID;;;1;bigint;;;1;;;;;ID des Sprachprüfungseintrags
SchuelerSprachpruefungen;Schueler_ID;;;2;bigint;;;1;;;;;ID des Schülers des Sprachprüfungseintrags
SchuelerSprachpruefungen;Sprache;;;3;varchar;2;;1;;;;;Atomares Sprachkürzel aus StatKue_SVWS_ZulaessigeFaecher
SchuelerSprachpruefungen;ASDJahrgang;;;4;varchar;2;;0;;;;;ASDJahrgangsbezeichnung, in der die Sprachprüfung abgelegt wurde
SchuelerSprachpruefungen;Anspruchsniveau_ID;;;5;bigint;;;0;Anspruchsniveau;SprachpruefungniveauConverter;1;;Das Anspruchsniveau der Sprachprüfung (angelehnt an einen entsprechenden Schulabschluss)
SchuelerSprachpruefungen;Pruefungsdatum;;;6;date;;;0;;;;;Datum der Sprachprüfung
SchuelerSprachpruefungen;ErsetzteSprache;;;7;varchar;2;;0;;;;;Atomares Sprachkürzel aus StatKue_SVWS_ZulaessigeFaecher für die ersetzte Sprache
SchuelerSprachpruefungen;IstHSUPruefung;;;8;int;;;0;;Boolean01Converter;;;Gibt an, dass die Prüfung eine Prüfung in der Herkunftssprache ist (BASS 13-61 Nr. 2). Entspricht dem Eintrag P in Schild 2
SchuelerSprachpruefungen;IstFeststellungspruefung;;;9;int;;;0;;Boolean01Converter;;;Gibt an, ob die Prüfung eine Sprachfeststellungsprüfung ist (BASS 13-61 Nr. 1). Entspricht N in Schild 2
SchuelerSprachpruefungen;KannErstePflichtfremdspracheErsetzen;;;10;int;;;0;;Boolean01Converter;;;Gibt an, ob die Sprachprüfung an die Stelle der ersten Pflichtfremdsprache treten kann
SchuelerSprachpruefungen;KannZweitePflichtfremdspracheErsetzen;;;11;int;;;0;;Boolean01Converter;;;Gibt an, ob die Sprachprüfung an die Stelle der zweiten Pflichtfremdsprache treten kann
SchuelerSprachpruefungen;KannWahlpflichtfremdspracheErsetzen;;;12;int;;;0;;Boolean01Converter;;;Gibt an, ob die Sprachprüfung an die Stelle einer Wahlpflichtfremdsprache der Klassen 05-07 treten kann
SchuelerSprachpruefungen;KannBelegungAlsFortgefuehrteSpracheErlauben;;;13;int;;;0;;Boolean01Converter;;;Gibt an, ob die Sprachprüfung nachweist, dass die Sprache als fortgeführte Fremdsprache in der Oberstufe belegt werden kann (BASS 13-61 Nr. 1 Abs. 11)
SchuelerSprachpruefungen;Referenzniveau;;;14;varchar;5;;0;;SprachreferenzniveauConverter;1;;Das Sprachreferenzniveau der Sprachprüfung gemäß GeR
SchuelerSprachpruefungen;NotePruefung;;;15;int;;;0;;NoteConverterFromInteger;1;;Note der Sprachprüfung, die herangezogen werden kann, falls die Note der Sprachprüfung an die Stelle einer Fremdsprachennote tritt
SchuelerStatus;ID;;;1;int;;;1;;;;;ID des Schüler-Status
SchuelerStatus;Bezeichnung;;;2;varchar;255;;0;;;1;;Die Bezeichnung des Schüler-Status
SchuelerStatus;gueltigVon;;;3;int;;;0;;;;;Der Datensatz ist gültig ab dem Schuljahr
SchuelerStatus;gueltigBis;;;4;int;;;0;;;;;Der Datensatz ist gültig bis zu dem Schuljahr
SchuelerTelefone;ID;;;1;bigint;;;1;;;;;ID des Telefonnummerneintrags
SchuelerTelefone;Schueler_ID;;;2;bigint;;;1;;;;;SchülerID des Telefonnummerneintrags
SchuelerTelefone;TelefonArt_ID;;;3;bigint;;;0;;;;;Art des Telefonnummerneintrags
SchuelerTelefone;Telefonnummer;;;4;varchar;20;;0;;;;;Telefonnummer des Telefonnummerneintrags
SchuelerTelefone;Bemerkung;;;5;varchar;50;;0;;;;;Bemerkung des Telefonnummerneintrags
SchuelerTelefone;Sortierung;;;6;int;;32000;0;;;;;Sortierung des Telefonnummerneintrags
SchuelerTelefone;SchulnrEigner;;1;7;int;;;0;;;;;Die Schulnummer zu welcher der Datensatz gehört – wird benötigt, wenn mehrere Schulen in einem Schema der Datenbank gespeichert werden
SchuelerTelefone;Gesperrt;;;8;varchar;1;-;0;;BooleanPlusMinusDefaultMinusConverter;;;Sperrung des Telefonnummerneintrags
SchuelerVermerke;ID;;;1;bigint;;;1;;;;;ID des Vermerkeintrages beim Schüler
SchuelerVermerke;Schueler_ID;;;2;bigint;;;1;;;;;SchülerID des Vermerkeintrages beim Schüler
SchuelerVermerke;VermerkArt_ID;;;3;bigint;;;0;;;;;Art des Vermerkeintrages beim Schüler
SchuelerVermerke;Datum;;;4;date;;;0;;DatumConverter;;;Datum des Vermerkeintrages beim Schüler
SchuelerVermerke;Bemerkung;;;5;text;;;0;;;;;Bemerkung des Vermerkeintrages beim Schüler
SchuelerVermerke;SchulnrEigner;;1;6;int;;;0;;;;;Die Schulnummer zu welcher der Datensatz gehört – wird benötigt, wenn mehrere Schulen in einem Schema der Datenbank gespeichert werden
SchuelerVermerke;AngelegtVon;;;7;varchar;20;;0;;;;;Angelegt von User des Vermerkeintrages beim Schüler
SchuelerVermerke;GeaendertVon;;;8;varchar;20;;0;;;;;Geändert von User des Vermerkeintrages beim Schüler
SchuelerWiedervorlage;ID;;;1;bigint;;;1;;;;;ID des Wiedervorlageeitrags beim Schüler
SchuelerWiedervorlage;Schueler_ID;;;2;bigint;;;1;;;;;SchülerID des Wiedervorlageeintrags
SchuelerWiedervorlage;SchulnrEigner;;1;3;int;;;1;;;;;Die Schulnummer zu welcher der Datensatz gehört – wird benötigt, wenn mehrere Schulen in einem Schema der Datenbank gespeichert werden
SchuelerWiedervorlage;Bemerkung;;;4;varchar;255;;0;;;;;Bemerkung des Wiedervorlageeintrags
SchuelerWiedervorlage;AngelegtAm;;;5;datetime;;;0;;;;;Datum Anlage des Wiedervorlageeintrags
SchuelerWiedervorlage;WiedervorlageAm;;;6;datetime;;;0;;;;;Datum Wiedervorlage am
SchuelerWiedervorlage;ErledigtAm;;;7;datetime;;;0;;;;;Datum Erledigung  des Wiedervorlageeintrags
SchuelerWiedervorlage;User_ID;;;8;bigint;;;0;;;;;UserID  des Wiedervorlageeintrags
SchuelerWiedervorlage;Sekretariat;;;9;varchar;1;+;0;;BooleanPlusMinusDefaultPlusConverter;;;Steuert die Sichtbarkeit für den User Sekretariat
SchuelerWiedervorlage;Typ;;;10;varchar;1;;0;;;;;Typ des Wiedervorlageeintrags
SchuelerWiedervorlage;NichtLoeschen;;;11;varchar;1;-;0;;BooleanPlusMinusDefaultMinusConverter;;;Steuert die automatische Löschung der Einträge
SchuelerZP10;ID;;;1;bigint;;;1;;;;;ID des Facheintrags für den ZP10 Abschluss
SchuelerZP10;Schueler_ID;;;2;bigint;;;1;;;;;Schüler-ID des Facheintrags für den ZP10 Abschluss
SchuelerZP10;Schuljahresabschnitts_ID;;;3;bigint;;;0;;;;;Schuljahresabschnitt-ID für den Facheintrag des ZP10 Abschlusses
SchuelerZP10;Fach_ID;;;4;bigint;;;1;;;;;Fach-ID des Facheintrags für den ZP10 Abschluss
SchuelerZP10;Vornote;;;5;varchar;2;;0;;;;;Vornote zum ZP10-Facheintrag
SchuelerZP10;NoteSchriftlich;;;6;varchar;2;;0;;;;;Schriftliche Note zum ZP10-Facheintrag
SchuelerZP10;MdlPruefung;;;7;char;1;;0;;BooleanPlusMinusConverter;;;Gibt an, ob zum ZP10-Facheintrag eine mündliche Prüfung angesetzt ist
SchuelerZP10;MdlPruefungFW;;;8;char;1;;0;;BooleanPlusMinusConverter;;;Gibt an, ob zum ZP10-Facheintrag eine freiwilliege mündliche Prüfung angesetzt ist
SchuelerZP10;NoteMuendlich;;;9;varchar;2;;0;;;;;Die Note der mündlichen Prüfung zum ZP10-Facheintrag
SchuelerZP10;NoteAbschluss;;;10;varchar;2;;0;;;;;Die Abschlussnote zum ZP10-Facheintrag
SchuelerZP10;Fachlehrer_ID;;;11;bigint;;;0;;;;;Die Lehrer-ID zum ZP10-Facheintrag
SchuelerZuweisungen;Abschnitt_ID;;;1;bigint;;;1;;;;;LernabschnittsID  der Zuweisung (E G Kurse GE und PS SK)
SchuelerZuweisungen;Fach_ID;;;2;bigint;;;1;;;;;FachID der Zuweisung
SchuelerZuweisungen;Kursart;;;3;varchar;5;;0;;;;;Kursart der Zuweisung
SchuelerZuweisungen;SchulnrEigner;;1;4;int;;;0;;;;;Die Schulnummer zu welcher der Datensatz gehört – wird benötigt, wenn mehrere Schulen in einem Schema der Datenbank gespeichert werden
Schulabschluesse_Allgemeinbildend;ID;;;1;bigint;;;1;;;;;ID der Art des allgemeinbildenden Schulabschlusses
Schulabschluesse_Allgemeinbildend;Kuerzel;;;2;varchar;10;;1;;;;;Kürzel der Art des allgemeinbildenden Schulabschlusses
Schulabschluesse_Allgemeinbildend;Bezeichnung;;;3;varchar;255;;1;;;;;Bezeichnung der Art des allgemeinbildenden Schulabschlusses
Schulabschluesse_Allgemeinbildend;Kuerzel_Statistik;;;4;varchar;1;;1;;;;;Kürzel der Art des allgemeinbildenden Schulabschlusses für die amtliche Schulstatistik
Schulabschluesse_Allgemeinbildend;gueltigVon;;;5;int;;;0;;;;;Gibt an, ab welchem Schuljahr die Abschlussart gültig ist
Schulabschluesse_Allgemeinbildend;gueltigBis;;;6;int;;;0;;;;;Gibt an, bis zu welchem Schuljahr die Abschlussart gültig ist
Schulabschluesse_Berufsbildend;ID;;;1;bigint;;;1;;;;;ID der Art des berufsbildendenbildenden Schulabschlusses
Schulabschluesse_Berufsbildend;Kuerzel;;;2;varchar;10;;1;;;;;Kürzel der Art des berufsbildendenbildenden Schulabschlusses
Schulabschluesse_Berufsbildend;Bezeichnung;;;3;varchar;255;;1;;;;;Bezeichnung der Art des berufsbildendenbildenden Schulabschlusses
Schulabschluesse_Berufsbildend;Kuerzel_Statistik;;;4;varchar;1;;1;;;;;Kürzel der Art des berufsbildendenbildenden Schulabschlusses für die amtliche Schulstatistik
Schulabschluesse_Berufsbildend;gueltigVon;;;5;int;;;0;;;;;Gibt an, ab welchem Schuljahr die Abschlussart gültig ist
Schulabschluesse_Berufsbildend;gueltigBis;;;6;int;;;0;;;;;Gibt an, bis zu welchem Schuljahr die Abschlussart gültig ist
Schulgliederungen;gueltigVon;;;12;int;;;0;;;;;Gibt an, ab welchem Schuljahr die Schulgliederung gültig ist
Schulgliederungen;gueltigBis;;;13;int;;;0;;;;;Gibt an, bis zu welchem Schuljahr die Schulgliederungen gültig ist
SchuleCredentials;Schulnummer;;;1;int;;;1;;;;;ID für den Credential-Datensatz einer Schule (also auch für den PublicKey der anderen Schulen)
SchuleCredentials;RSAPublicKey;;;2;text;;;0;;;;;RSAPublicKey für den Credential-Datensatz einer Schule
SchuleCredentials;RSAPrivateKey;;;3;text;;;0;;;;;RSAPrivateKey für den Credential-Datensatz der Schule falls es die eigene ist sonst NULL
SchuleCredentials;AES;;;4;text;;;0;;;;;AES-Schlüssel für den Credential-Datensatz der Schule falls es die eigene ist sonst NULL
Schulgliederungen;ID;;;1;bigint;;;1;;;;;ID der Schulgliederung
Schulgliederungen;Kuerzel;;;2;varchar;10;;1;;;;;Kürzel der Schulgliederung
Schulgliederungen;IstBKBildungsgang;;;3;int;;0;1;;Boolean01Converter;;;Gibt an, ob die Schulgliederung einen Bildungsgang am Berufskollegs darstellt (1) oder nicht (0)
Schulgliederungen;IstAuslaufend;;;4;int;;0;1;;Boolean01Converter;;;Gibt an, ob die Schulgliederung auslaufend ist (1) oder nicht (0)
Schulgliederungen;IstAusgelaufen;;;5;int;;0;1;;Boolean01Converter;;;Gibt an, ob die Schulgliederung ausgelaufen ist (1) oder nicht (0)
Schulgliederungen;Bezeichnung;;;6;varchar;255;;1;;;;;Bezeichnung der Schulgliederung
Schulgliederungen;BKAnlage;;;7;varchar;2;;0;;;;;Die Anlage, falls es sich um einen Bildungsgang am Berufskolleg handelt
Schulgliederungen;BKTyp;;;8;varchar;4;;0;;;;;Der Typ der Anlage, falls es sich um einen Bildungsgang am Berufskolleg handelt
Schulgliederungen;BKIndex;;;9;int;;;0;;;;;Der Index für den Zugriff auf die Fachklassen, falls es sich um einen Bildungsgang am Berufskolleg handelt
Schulgliederungen;IstVZ;;;10;int;;1;1;;Boolean01Converter;;;Gibt an, ob es sich um einen Bildungsgang in Vollzeit handelt (1) oder nicht (0)
Schulgliederungen;gueltigVon;;;11;int;;;0;;;;;Gibt an, ab welchem Schuljahr die Schulgliederung gültig ist
Schulgliederungen;gueltigBis;;;12;int;;;0;;;;;Gibt an, bis zu welchem Schuljahr die Schulgliederungen gültig ist
Schulgliederungen_Schulformen;Schulgliederung_ID;;;1;bigint;;;1;;;;;die ID der Schulgliederung
Schulgliederungen_Schulformen;Schulform_Kuerzel;;;2;varchar;10;;1;;;;;das Kürzel der Schulform
Schulgliederungen_Abschluesse_Allgemeinbildend;Schulgliederung_ID;;;1;bigint;;;1;;;;;die ID der Schulgliederung
Schulgliederungen_Abschluesse_Allgemeinbildend;Abschluss_Kuerzel;;;2;varchar;10;;1;;;;;die ID der Art des allgemeinbildenden Abschlusses
Schulgliederungen_Abschluesse_Berufsbildend;Schulgliederung_ID;;;1;bigint;;;1;;;;;die ID der Schulgliederung
Schulgliederungen_Abschluesse_Berufsbildend;Abschluss_Kuerzel;;;2;varchar;10;;1;;;;;die ID der Art des berufsbildenden Abschlusses
Schulformen;ID;;;1;bigint;;;1;;;;;ID der Schulform
Schulformen;Kuerzel;;;2;varchar;10;;1;;;;;Kürzel der Schulform
Schulformen;Nummer;;;3;varchar;2;;0;;;;;Nummer der Schulform für die amtliche Schulstatistik
Schulformen;Bezeichnung;;;4;varchar;255;;1;;;;;Bezeichnung der Schulform
Schulformen;HatGymOb;;;5;int;;0;1;;Boolean01Converter;;;Gibt an, ob eine Schule der Schulform eine gymnasiale Oberstufe haben kann (1) oder nicht (0)
Schulformen;gueltigVon;;;6;int;;;0;;;;;Gibt an, ab welchem Schuljahr die Schulform gültig ist
Schulformen;gueltigBis;;;7;int;;;0;;;;;Gibt an, bis zu welchem Schuljahr die Schulform gültig ist
Schuljahresabschnitte;ID;;;1;bigint;;;1;;;;;ID des Schuljahresabschnittes
Schuljahresabschnitte;Jahr;;;2;int;;;1;;;;;Schuljahr des Schuljahresabschnitts (z.B. 2012 für 2012/13)
Schuljahresabschnitte;Abschnitt;;;3;int;;;1;;;;;Abschnitt des Schuljahresabschnitts
Schuljahresabschnitte;VorigerAbschnitt_ID;;;4;bigint;;;0;;;;;ID des vorigen Schuljahresabschnitts
