SF;Art;Beschreibung;KZ_Bereich;KZ_Bereich_JG;AbgangsJG;Flag;geaendert;gueltigVon;gueltigBis
SR;G;Mittlerer Schulabschluss - Fachoberschulreife mit Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;10;1;2013-06-06 13:11:57;;
V;G;Mittlerer Schulabschluss - Fachoberschulreife mit Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;10;1;2013-06-07 11:12:11;;
V;G;Mittlerer Schulabschluss - Fachoberschulreife mit Berechtigung zum Besuch der gymnasialen Oberstufe;0;0;1B;1;2013-06-05 11:23:59;;
WB;G;Mittlerer Schulabschluss - Fachoberschulreife mit Berechtigung zum Besuch der gymnasialen Oberstufe (mit Versetzungsvermerk);0;0;**;1;2013-06-06 12:08:39;;
FW;H;Fachhochschulreife (schulischer Teil) (nur Hiberniakolleg);0;0;05;1;2013-06-06 09:07:45;;
FW;H;Fachhochschulreife (schulischer Teil) (nur Hiberniakolleg);0;0;06;1;2013-06-06 09:08:01;;
FW;H;Fachhochschulreife (schulischer Teil) (ohne Abitur);0;0;13;1;2013-06-06 09:04:04;;
FW;H;Fachhochschulreife (schulischer Teil) (ohne Abitur);0;0;71;1;2013-06-06 09:06:44;;
GE;H;Fachhochschulreife (schulischer Teil) (§ 40a APO-GOSt);0;0;Q1;1;2016-04-28 09:42:24;;
GE;H;Fachhochschulreife (schulischer Teil);0;0;Q2;1;2016-04-28 09:56:00;;
GM;H;Fachhochschulreife (schulischer Teil) (§ 40a APO-GOSt);0;0;Q1;1;2019-05-09 09:18:33;;
GM;H;Fachhochschulreife (schulischer Teil);0;0;Q2;1;2020-03-17 16:34:10;;
GY;H;Fachhochschulreife (schulischer Teil) (§ 40a APO-GOSt);0;0;Q1;1;2016-04-28 12:40:09;;
GY;H;Fachhochschulreife (schulischer Teil);0;0;Q2;1;2016-04-28 12:40:37;;
SG;H;Fachhochschulreife (schulischer Teil);0;0;Q1;1;2014-09-15 14:11:31;;
SG;H;Fachhochschulreife (schulischer Teil) (ohne Abitur);0;0;Q2;1;2014-09-15 14:11:43;;
WB;H;Fachhochschulreife (schulischer Teil);0;0;**;1;;;
GE;I;Mittlerer Schulabschluss (Fachoberschulreife) mit Berechtigung zum Besuch der Qualifikationsphase 1;0;0;10;1;2016-04-28 09:58:34;;
GE;I;Mittlerer Schulabschluss (Fachoberschulreife) (mit Berechtigung zum Besuch der Qualifikationsphase I bzw. mit Versetzungsvermerk, § 40 Abs. 2 APO-GOSt);0;0;EF;1;2016-05-19 09:53:39;;
GE;I;Mittlerer Schulabschluss (Fachoberschulreife) (mit Berechtigung zum Besuch der Qualifikationsphase I bzw. Zuerkennung bei Abwesenheit in EF, z.B. bei Auslandsjahr);0;0;Q1;1;2017-05-02 11:24:07;;
GE;I;Mittlerer Schulabschluss (Fachoberschulreife);0;0;Q2;1;2016-04-28 10:01:46;;
GM;I;Mittlerer Schulabschluss (Fachoberschulreife) mit Berechtigung zum Besuch der Qualifikationsphase 1;0;0;10;1;2017-05-02 11:55:04;;
GM;I;Mittlerer Schulabschluss (Fachoberschulreife) (mit Berechtigung zum Besuch der Qualifikationsphase I bzw. mit Versetzungsvermerk, § 40 Abs. 2 APO-GOSt);0;0;EF;1;2019-05-09 09:16:45;;
GM;I;Mittlerer Schulabschluss (Fachoberschulreife) (mit Berechtigung zum Besuch der Qualifikationsphase I bzw. Zuerkennung bei Abwesenheit in EF,z.B. bei Auslandsjahr);0;0;Q1;1;2019-05-09 09:17:25;;
GM;I;Mittlerer Schulabschluss (Fachoberschulreife);0;0;Q2;1;2020-03-17 16:33:51;;
GY;I;Mittlerer Schulabschluss (Fachoberschulreife) (mit Berechtigung zum Besuch der Qualifikationsphase I bzw. mit Versetzungsvermerk, § 40 Abs. 2 APO-GOSt);0;0;EF;1;2016-05-19 10:09:38;;
GY;I;Mittlerer Schulabschluss (Fachoberschulreife) (mit Berechtigung zum Besuch der Qualifikationsphase I bzw. Zuerkennung bei Abwesenheit in EF, z.B. bei Auslandsjahr);0;0;Q1;1;2016-05-19 10:15:46;;
GY;I;Mittlerer Schulabschluss (Fachoberschulreife);0;0;Q2;1;2016-04-28 12:43:33;;
H;I;Mittlerer Schulabschluss - Fachoberschulreife mit Berechtigung zum Besuch der Qualifikationsphase 1;0;0;10;1;2013-06-04 16:22:13;;
PS;I;Mittlerer Schulabschluss (Fachoberschulreife) mit Berechtigung zum Besuch der Qualifikationsphase I;0;0;10;1;2019-05-09 10:41:39;;
R;I;Mittlerer Schulabschluss - Fachoberschulreife mit Berechtigung zum Besuch der Qualifikationsphase 1;0;0;10;1;2013-06-05 11:25:39;;
SG;I;Mittlerer Schulabschluss - Fachoberschulreife mit Berechtigung zum Besuch der Qualifikationsphase 1 (mit Versetzungsvermerk);0;0;EF;1;2014-09-15 14:11:23;;
SG;I;Mittlerer Schulabschluss - Fachoberschulreife mit Berechtigung zum Besuch der Qualifikationsphase 1 (ohne Fachhochschulreife);0;0;Q1;1;2014-09-15 14:11:28;;
SG;I;Mittlerer Schulabschluss - Fachoberschulreife mit Berechtigung zum Besuch der Qualifikationsphase 1 (ohne Abitur und ohne Fachhochschulreife);0;0;Q2;1;2014-09-15 14:11:37;;
SK;I;Mittlerer Schulabschluss - Fachoberschulreife mit Berechtigung zum Besuch der Qualifikationsphase 1;0;0;10;1;2013-06-05 13:16:30;;
WB;J;Fachhochschulreife (nur für Studierende, die bereits den berufsbezogenen Teil der Fachhochschulreife erworben haben);0;0;**;1;2012-05-23 13:15:15;;
FW;K;Abitur (allgemeine Hochschulreife) (ohne Berufsabschluss) (nur Hiberniakolleg);0;0;06;1;2013-06-07 11:02:50;;
FW;K;Abitur (allgemeine Hochschulreife);0;0;13;1;2013-06-06 09:08:27;;
FW;K;Abitur (allgemeine Hochschulreife);0;0;71;1;2013-06-06 09:09:49;;
GE;K;Abitur (allgemeine Hochschulreife);0;0;Q2;1;2013-06-05 16:03:53;;
GM;K;Abitur (allgemeine Hochschulreife);0;0;Q2;1;2020-03-17 16:34:42;;
GY;K;Abitur (allgemeine Hochschulreife);0;0;Q2;1;2013-06-06 09:44:40;;
SG;K;Abitur (allgemeine Hochschulreife);0;0;Q2;1;2014-09-15 14:11:33;;
WB;K;Abitur (allgemeine Hochschulreife);0;0;**;1;;;
FW;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;06;1;2022-04-11 09:02:03;;
FW;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;07;1;2022-04-11 09:02:06;;
FW;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;08;1;2022-04-11 09:02:08;;
FW;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;09;1;2022-04-11 09:01:12;;
FW;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;10;1;2022-04-11 09:01:41;;
FW;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;11;1;2022-04-11 09:01:43;;
FW;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;85;1;2022-04-11 09:01:56;;
FW;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;86;1;2022-04-11 09:01:50;;
GE;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;06;1;2022-04-11 09:03:28;;
GE;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;07;1;2022-04-11 09:02:22;;
GE;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;08;1;2022-04-11 09:02:25;;
GE;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;09;1;2022-04-11 09:02:27;;
GE;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;10;1;2022-04-11 09:02:30;;
GM;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;06;1;2022-04-11 09:02:32;;
GM;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;07;1;2022-04-11 09:02:52;;
GM;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;08;1;2022-04-11 09:01:34;;
GM;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;09;1;2022-04-11 09:01:39;;
GM;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;10;1;2022-04-11 09:01:46;;
GM;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;1A;1;2022-04-11 09:02:54;;
GM;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;1B;1;2022-04-11 09:02:59;;
GY;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;06;1;2022-04-11 09:03:07;;
GY;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;07;1;2022-04-11 09:02:42;;
GY;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;08;1;2022-04-11 09:02:19;;
GY;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;09;1;2022-04-11 09:02:47;;
GY;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;10;1;2022-04-11 09:02:49;;
GY;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;EF;1;2022-04-11 09:03:13;;
H;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;06;1;2022-04-11 09:01:31;;
H;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;07;1;2022-04-11 09:01:10;;
H;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;08;1;2022-04-11 09:00:53;;
H;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;09;1;2022-04-11 09:01:14;;
H;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;10;1;2022-04-11 09:01:16;;
H;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;1A;1;2022-04-11 09:01:19;;
H;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;1B;1;2022-04-11 09:01:21;;
PS;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;06;1;2022-04-11 09:01:08;;
PS;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;07;1;2022-04-11 09:01:37;;
PS;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;08;1;2022-04-11 09:02:17;;
PS;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;09;1;2022-04-11 09:01:54;;
PS;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;10;1;2022-04-11 09:02:56;;
R;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;06;1;2022-04-11 09:03:20;;
R;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;07;1;2022-04-11 09:03:23;;
R;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;08;1;2022-04-11 09:03:26;;
R;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;09;1;2022-04-11 09:04:04;;
R;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;10;1;2022-04-11 09:03:30;;
R;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;1A;1;2022-04-11 09:03:11;;
S;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;06;1;2022-04-11 09:00:56;;
S;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;07;1;2022-04-11 09:00:58;;
S;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;08;1;2022-04-11 09:01:00;;
S;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;09;1;2022-04-11 09:01:02;;
S;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;10;1;2022-04-11 09:01:05;;
S;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;71;1;2022-04-11 09:02:01;;
S;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;85;1;2022-04-11 09:01:32;;
S;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;86;1;2022-04-11 09:01:59;;
SK;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;06;1;2022-04-11 09:03:38;;
SK;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;07;1;2022-04-11 09:03:42;;
SK;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;08;1;2022-04-11 09:03:45;;
SK;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;09;1;2022-04-11 09:03:46;;
SK;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;10;1;2022-04-11 09:03:49;;
SK;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;1A;1;2022-04-11 09:02:44;;
SK;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;1B;1;2022-04-11 09:02:38;;
V;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;06;1;2022-04-11 09:01:23;;
V;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;07;1;2022-04-11 09:01:29;;
V;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;08;1;2022-04-11 09:02:21;;
V;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;09;1;2022-04-11 09:03:32;;
V;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;10;1;2022-04-11 09:02:14;;
V;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;1A;1;2022-04-11 09:03:15;;
V;M;Abschlusszeugnis im zieldifferenten Bildungsgang Geistige Entwicklung;0;0;1B;1;2022-04-11 09:03:18;;
GE;O;Hauptschulabschluss nach Klasse 9 (Nur G8, mit Berechtigung zum Besuch der gymnasialen Oberstufe, § 43 Abs. 3 i.V.m. § 40 Abs. 4 S. 2 APO-SI);0;0;09;1;2016-04-28 10:04:11;;
GE;O;Hauptschulabschluss nach Klasse 9 (mit Berechtigung zum Besuch der gymnasialen Oberstufe, § 43 Abs. 3 i.V.m. § 40 Abs. 4 S. 2 APO-SI) (ohne weiteren Abschluss in EF);0;0;EF;1;2016-05-19 09:50:27;;
GM;O;Hauptschulabschluss nach Klasse 9 (mit Berechtigung zum Besuch der gymnasialen Oberstufe, § 43 Abs. 3 i.V.m. § 40 Abs. 4 S. 2 APO-SI) (ohne weiteren Abschluss in EF);0;0;EF;1;2019-05-09 09:15:48;;
GY;O;Hauptschulabschluss nach Klasse 9 vergleichbarer Abschluss (mit Berechtigung zum Besuch der gymnasialen Oberstufe, § 43 Abs. 3 i.V.m. § 40 Abs. 4 S. 2 APO-SI) (nur G8 Bildungsgänge);0;0;09;1;2016-05-19 10:19:32;;
GY;O;Hauptschulabschluss nach Klasse 9 (mit Berechtigung zum Besuch der gymnasialen Oberstufe, § 43 Abs. 3 i.V.m. § 40 Abs. 4 S. 2 APO-SI) (ohne weiteren Abschluss im Jahrgang EF);0;0;EF;1;2016-04-28 12:47:57;;
SG;O;Hauptschulabschluss nach Klasse 9 (mit Berechtigung zum Besuch der gymnasialen Oberstufe, § 43 Abs. 3 i.V.m. § 40 Abs. 4 S. 2 APO-SI) (ohne weiteren Abschluss im Jahrgang EF);0;0;EF;1;2019-05-09 10:59:29;;
GE;U;Hauptschulabschluss nach Klasse 10 (mit Berechtigung zum Besuch der gymnasialen Oberstufe, § 41 Abs. 2 APO-SI i.V.m. § 40 Abs. 2 APO-GOSt);0;0;EF;1;2016-04-28 11:08:05;;
GM;U;Hauptschulabschluss nach Klasse 10 (mit Berechtigung zum Besuch der gymnasialen Oberstufe, § 41 Abs. 2 APO-SI i.V.m. § 40 Abs. 2 APO-GOSt);0;0;EF;1;2019-05-09 09:16:08;;
GY;U;Hauptschulabschluss nach Klasse 10 (mit Berechtigung zum Besuch der gymnasialen Oberstufe,§ 41 Abs. 2 APO-SI i.V.m. § 40 Abs. 2 APO-GOSt);0;0;EF;1;2016-04-28 12:49:13;;
SG;U;Hauptschulabschluss nach Klasse 10 (mit Berechtigung zum Besuch der gymnasialen Oberstufe, § 41 Abs. 2 APO-SI i.V.m. § 40 Abs. 2 APO-GOSt);0;0;EF;1;2019-05-09 11:01:57;;
FW;V;Abschluss des zieldifferenten Bildungsgangs Lernen;0;0;10;1;2022-04-11 08:41:01;;
FW;V;Abschluss des zieldifferenten Bildungsgangs Lernen;0;0;11;1;2022-04-11 08:39:28;;
FW;V;Abschluss des zieldifferenten Bildungsgangs Lernen;0;0;12;1;2022-04-11 08:39:43;;
GE;V;Abschluss des zieldifferenten Bildungsgangs Lernen (nur in G8 Bildungsgängen);0;0;09;1;2022-04-11 08:40:37;;
GE;V;Abschluss des zieldifferenten Bildungsgangs Lernen;0;0;10;1;2022-04-11 08:40:45;;
GM;V;Abschluss des zieldifferenten Bildungsgangs Lernen;0;0;10;1;2022-04-11 08:40:42;;
GM;V;Abschluss des zieldifferenten Bildungsgangs Lernen;0;0;1A;1;2022-04-11 08:41:53;;
GM;V;Abschluss des zieldifferenten Bildungsgangs Lernen;0;0;1B;1;2022-04-11 08:41:56;;
GY;V;Abschluss des zieldifferenten Bildungsgangs Lernen (nur in G8 Bildungsgängen);0;0;09;1;2022-04-11 08:41:46;;
GY;V;Abschluss des zieldifferenten Bildungsgangs Lernen;0;0;10;1;2022-04-11 08:40:56;;
GY;V;Abschluss des zieldifferenten Bildungsgangs Lernen (nur in G8 Bildungsgängen);0;0;EF;1;2022-04-11 08:41:50;;
H;V;Abschluss des zieldifferenten Bildungsgangs Lernen;0;0;10;1;2022-04-11 08:41:04;;
H;V;Abschluss des zieldifferenten Bildungsgangs Lernen;0;0;1A;1;2022-04-11 08:40:50;;
H;V;Abschluss des zieldifferenten Bildungsgangs Lernen;0;0;1B;1;2022-04-11 08:39:24;;
PS;V;Abschluss des zieldifferenten Bildungsgangs Lernen;0;0;10;1;2022-04-11 08:41:10;;
R;V;Abschluss des zieldifferenten Bildungsgangs Lernen;0;0;10;1;2022-04-11 08:40:59;;
R;V;Abschluss des zieldifferenten Bildungsgangs Lernen;0;0;1A;1;2022-04-11 08:41:26;;
S;V;Abschluss des zieldifferenten Bildungsgangs Lernen;0;0;10;1;2022-04-11 08:40:47;;
S;V;Abschluss des zieldifferenten Bildungsgangs Lernen;0;0;71;1;2022-04-11 08:40:53;;
SK;V;Abschluss des zieldifferenten Bildungsgangs Lernen;0;0;10;1;2022-04-11 08:41:32;;
SK;V;Abschluss des zieldifferenten Bildungsgangs Lernen;0;0;1A;1;2022-04-11 08:41:35;;
SK;V;Abschluss des zieldifferenten Bildungsgangs Lernen;0;0;1B;1;2022-04-11 08:41:43;;
V;V;Abschluss des zieldifferenten Bildungsgangs Lernen;0;0;10;1;2022-04-11 08:42:01;;
V;V;Abschluss des zieldifferenten Bildungsgangs Lernen;0;0;1A;1;2022-04-11 08:41:18;;
V;V;Abschluss des zieldifferenten Bildungsgangs Lernen;0;0;1B;1;2022-04-11 08:41:22;;
FW;W;Zeugnis der Waldorfschule;0;0;12;1;2016-04-27 15:11:22;;
FW;W;Zeugnis der Waldorfschule;0;0;13;1;2016-04-27 15:11:31;;
FW;W;Zeugnis der Waldorfschule;0;0;71;1;2016-04-27 15:11:42;;
